Product code,Product Name,Product Main Category,Product Sub Category,DEPARTMENT ,DESCRIPTION ,Video Link,Image 2,Catalogue ,Price 1 (Customer type 1),Price 2 ( Customer type 2),Price 3 ( Customer type 3)
W03004,AUTOCLAVE CLASS B 23L TANDA STERI WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"Tanda Steri Woson Class B Autoclave – 23L

Reliable, High-Capacity Sterilization for Professional Clinics

The Tanda Steri Woson 23L Class B Autoclave delivers superior sterilization performance for dental, medical, and laboratory applications. Certified to Class B standards (EN 13060), it offers advanced pre-vacuum and post-vacuum cycles for comprehensive sterilization of solid, hollow, porous, and wrapped instruments.

Its 23-litre chamber accommodates larger loads, making it ideal for busy clinics that require efficient and safe sterilization with fast turnaround times.

Key Features:

Class B Sterilization – Fully compliant with EN 13060 for all instrument types

Large 23L Chamber – Ideal for high-volume sterilization needs

Pre & Post Vacuum Cycles – Ensures thorough steam penetration and drying

User-Friendly Digital Control Panel – Easy operation with multiple cycle options

Automatic Drying and Cooling – Instruments are ready for use immediately after sterilization

Built-in Safety Features – Includes door lock, overpressure, and overheating protection

Durable Stainless Steel Chamber – Corrosion-resistant and easy to clean

Specifications:

Model: Tanda Steri – Woson

Chamber Capacity: 23 Litres

Sterilization Class: Class B (EN 13060)

Control Interface: Digital Display

Vacuum System: Pre & Post Vacuum",,https://drive.google.com/file/d/1iG0s87Aam8s8Uq4NsH40UZAAoFcdci6E/view?usp=sharing,https://drive.google.com/file/d/1YmUEn8GBFfR7xLjEgHK8U_312vqlND2P/view?usp=sharing,5500,6500,
W03005,AUTOCLAVE CLASS B 23L TANDA WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"Tanda Woson Class B Autoclave – 23L

Efficient Sterilization with Medical-Grade Reliability

The Tanda Woson 23L Class B Autoclave offers advanced sterilization performance tailored for dental, medical, and laboratory environments. Certified under Class B standards (EN 13060), it utilizes pre-vacuum and post-vacuum technology to guarantee deep steam penetration and thorough drying of solid, hollow, wrapped, and porous instruments.

With a spacious 23-litre chamber, it meets the needs of busy clinics and practices requiring quick turnaround and dependable sterilization.

Key Features:

Class B Sterilization – Meets EN 13060 requirements for all instrument types

23L Chamber Capacity – Large enough for high-volume sterilization

Pre & Post Vacuum Cycles – Ensures complete sterilization and drying

User-Friendly Digital Controls – Intuitive interface with multiple cycle options

Automatic Drying & Cooling – Ready-to-use instruments immediately after cycles

Safety Features – Door lock, overpressure, and temperature protections

Durable Stainless Steel Chamber – Corrosion-resistant and easy to maintain

Ideal For:

Dental clinics, medical centers, veterinary clinics, laboratories, and any professional healthcare setting.

Tanda Woson 23L Class B Autoclave — reliable sterilization, designed for clinical excellence.",,https://drive.google.com/file/d/1sQJGwP-6cyxg7Hj5vwHB8VrR8NFuhpzE/view?usp=sharing,https://drive.google.com/file/d/1hKc-J_6yJCPUGLI_WbS9pCshlyqve6mf/view?usp=sharing,5500,6500,
W03006,AUTOCLAVE CLASS B 23L TANZO CLASSIC WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"Tanzo Classic Woson Class B Autoclave – 23L

Robust Sterilization Performance for Medical and Dental Professionals

The Tanzo Classic Woson 23L Class B Autoclave is engineered to deliver efficient, reliable sterilization for dental clinics, medical centers, and laboratories. Certified to Class B (EN 13060) standards, it features advanced pre-vacuum and post-vacuum technology to ensure complete sterilization of solid, hollow, wrapped, and porous instruments.

Its 23-litre capacity accommodates larger instrument loads, making it ideal for busy clinical settings where fast and thorough sterilization is critical.

Key Features:

Class B Sterilization – Compliant with European EN 13060 standards for all instrument types

Spacious 23L Chamber – Suitable for medium to high-volume sterilization demands

Pre & Post Vacuum Cycles – Ensures deep steam penetration and effective drying

User-Friendly Control Panel – Easy operation with multiple preset cycles

Automatic Drying & Cooling System – Provides ready-to-use sterile instruments after each cycle

Safety Protections – Includes door lock, overpressure, and overheating safeguards

Stainless Steel Chamber – Durable, corrosion-resistant, and hygienic

Applications:

Ideal for dental clinics, medical offices, veterinary clinics, tattoo studios, and laboratories requiring dependable sterilization solutions.

Tanzo Classic Woson 23L Autoclave — trusted performance for professional sterilization.",,https://drive.google.com/file/d/1_YN5-Y2TRTmBlyIWtVRb92_MlcaibeZa/view?usp=sharing,https://drive.google.com/file/d/1PxAa4ZO6oQH1y6kToHBwzihi6jM_vHXn/view?usp=sharing,6000,7500,
W03007,AUTOCLAVE CLASS B 23L TANZO TOUCH WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"Tanzo Touch Woson Class B Autoclave – 23L

Smart Touchscreen Control with Professional Sterilization

The Tanzo Touch Woson 23L Autoclave combines cutting-edge touchscreen technology with advanced Class B sterilization to provide reliable and efficient sterilization for dental, medical, and laboratory use. Fully compliant with EN 13060 standards, this autoclave employs pre-vacuum and post-vacuum cycles for thorough sterilization and drying of solid, hollow, wrapped, and porous instruments.

Its spacious 23-litre chamber makes it ideal for busy clinics and practices needing quick turnaround without compromising safety.

Key Features:

Class B Sterilization – Certified for all types of instruments under EN 13060

23L Capacity – Ample space for larger sterilization loads

Intuitive Touchscreen Panel – Easy-to-use controls and customizable sterilization programs

Pre & Post Vacuum Technology – Deep steam penetration and efficient drying

Automatic Drying & Cooling – Ready-to-use sterile instruments right after the cycle

Enhanced Safety – Features door lock, overpressure, and temperature protections

Durable Stainless Steel Chamber – Resistant to corrosion and easy to clean

Recommended For:

Dental clinics, medical offices, veterinary practices, laboratories, and other healthcare settings requiring reliable sterilization solutions.

Tanzo Touch Woson 23L Autoclave — modern technology for dependable sterilization results.",,https://drive.google.com/file/d/1swAWm6wIJNcJLoAMoPSib-9eXsWwWO0W/view?usp=sharing,https://drive.google.com/file/d/1bvlBWNd5JmATQ03IT7KB2ujIXsuLGsXM/view?usp=sharing,8000,9500,
W03008,AUTOCLAVE CLASS B 29L TANVO WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"Tanvo Woson Class B Autoclave – 29L

High-Capacity, Advanced Sterilization for Professional Settings

The Tanvo Woson 29L Class B Autoclave is engineered for clinics and laboratories that demand efficient and thorough sterilization of medical and dental instruments. Certified to Class B standards (EN 13060), it employs pre-vacuum and post-vacuum technology to ensure complete sterilization and drying of solid, hollow, wrapped, and porous instruments.

With a spacious 29-litre chamber, the Tanvo Woson is designed to handle larger instrument loads, making it perfect for busy healthcare environments requiring fast and reliable sterilization.

Key Features:

Class B Sterilization – Compliant with EN 13060 for all instrument types

29L Chamber Capacity – Large enough for high-volume sterilization needs

Pre & Post Vacuum Cycles – Guarantees deep steam penetration and effective drying

User-Friendly Digital Controls – Easy operation with multiple sterilization programs

Automatic Drying & Cooling – Instruments are sterile and ready for immediate use

Safety Features – Includes door lock, overpressure, and temperature protection systems

Durable Stainless Steel Chamber – Corrosion-resistant and hygienic

Applications:

Ideal for dental clinics, medical facilities, veterinary practices, laboratories, and other professional settings.

Tanvo Woson 29L Class B Autoclave — reliable, large-capacity sterilization for demanding clinical environments.",,https://drive.google.com/file/d/1aK-lY1sUKa0lJ3ODDeJx3-b4qu9Yf4Ul/view?usp=sharing,https://drive.google.com/file/d/172Eplk3T0sGJdfemRF8V9qmmgN0Rw7Lk/view?usp=sharing,12000,15000,
W03009,AUTOCLAVE CLASS B 2L TANCY TOUCH WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"Tancy Touch Woson Class B Autoclave – 2L

Compact, High-Precision Sterilization with Touchscreen Control

The Tancy Touch Woson 2L Class B Autoclave is a compact yet powerful sterilizer designed for dental, medical, and laboratory settings where space and precision matter. Compliant with Class B standards (EN 13060), it features advanced pre-vacuum and post-vacuum technology to thoroughly sterilize solid, hollow, wrapped, and porous instruments.

With its sleek design and intuitive touchscreen interface, the Tancy Touch offers easy operation and reliable sterilization in a small footprint—ideal for clinics with limited space.

Key Features:

Class B Sterilization – Certified for all instrument types according to EN 13060

2L Chamber Capacity – Compact size perfect for small loads and limited space

Touchscreen Control Panel – User-friendly, programmable sterilization cycles

Pre & Post Vacuum Cycles – Ensures deep steam penetration and effective drying

Automatic Drying & Cooling – Instruments are sterile and ready for immediate use

Built-in Safety Features – Door lock, overpressure, and temperature protection

Stainless Steel Chamber – Durable, corrosion-resistant, and hygienic

Ideal For:

Small dental clinics, medical offices, tattoo studios, and laboratories with limited space requiring dependable sterilization.

Tancy Touch Woson 2L Autoclave — compact design, big performance.",,https://drive.google.com/file/d/1hKnuH7WulWt2xn4aiqy1SM4rTk2lkrH-/view?usp=sharing,https://drive.google.com/file/d/16S0VOZk3GKWVFJgxVJQS_W9d_MZ7OZ2G/view?usp=sharing,6500,7500,
W03010,AUTOCLAVE CLASS B 45L TANVO WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"AUTOCLAVE CLASS B 45L TANVO WOSON
 
 Overview 
 With its sturdy build and advanced control system, the AUTOCLAVE CLASS B 45L TANVO WOSON ensures consistent results in every sterilization cycle. It’s ideal for sterilizing instruments, textiles, and other materials quickly and safely, while fitting seamlessly into busy clinical environments. 
 
 Key Features 
 - Automated sterilization programs with clear digital display 
 - Safety interlock prevents opening under pressure 
 - Stainless-steel chamber ensures durability and hygiene 
 - Compact design optimized for clinics and labs 
 - Reliable sterilization cycles at 121°C and 134°C 
 
 Technical Specifications 
 Parameter Specification 
 Model AUTOCLAVE CLASS B 45L TANVO WOSON 
 Chamber Capacity 45L 
 Sterilization Cycles 121°C / 134°C 
 Safety Pressure & temperature safeguards 
 Power Supply 220V / 50Hz 
 Construction Stainless-steel chamber 
 
 Benefits 
 - Reduces infection risks with thorough sterilization 
 - Saves time with user-friendly, automated cycles 
 - Durable build designed for daily clinical use 
 - Small footprint without compromising capacity 
 
 Ideal For 
 - Dental and orthodontic practices 
 - General medical clinics 
 - Laboratories and research facilities 
 - Veterinary practices",,https://drive.google.com/file/d/1aK-lY1sUKa0lJ3ODDeJx3-b4qu9Yf4Ul/view?usp=sharing,https://drive.google.com/file/d/1iJFbHvHK2kAlZx5TPg5BTFK-LTxNkOJJ/view?usp=sharing,20000,22000,
W03011,AUTOCLAVE CLASS N 12L TANDA COLOR WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"AUTOCLAVE CLASS N 12L TANDA COLOR WOSON
 
 Overview 
 The AUTOCLAVE CLASS N 12L TANDA COLOR WOSON is a reliable 12L autoclave built for modern dental and medical clinics. It’s ideal for sterilizing instruments, textiles, and other materials quickly and safely, while fitting seamlessly into busy clinical environments. 
 
 Key Features 
 - Automated sterilization programs with clear digital display 
 - Safety interlock prevents opening under pressure 
 - Stainless-steel chamber ensures durability and hygiene 
 - Compact design optimized for clinics and labs 
 - Reliable sterilization cycles at 121°C and 134°C 
 
 Technical Specifications 
 Parameter Specification 
 Model AUTOCLAVE CLASS N 12L TANDA COLOR WOSON 
 Chamber Capacity 12L 
 Sterilization Cycles 121°C / 134°C 
 Safety Pressure & temperature safeguards 
 Power Supply 220V / 50Hz 
 Construction Stainless-steel chamber 
 
 Benefits 
 - Reduces infection risks with thorough sterilization 
 - Saves time with user-friendly, automated cycles 
 - Durable build designed for daily clinical use 
 - Small footprint without compromising capacity 
 
 Ideal For 
 - Dental and orthodontic practices 
 - General medical clinics 
 - Laboratories and research facilities 
 - Veterinary practices",,https://drive.google.com/file/d/10iY4y8mze5w4OIALgBHpPMyRPGpc4gSV/view?usp=sharing,https://drive.google.com/file/d/1hKc-J_6yJCPUGLI_WbS9pCshlyqve6mf/view?usp=sharing,2500,3000,
W03012,AUTOCLAVE CLASS N 18L TANDA COLOR WOSON,CSSD ,STERILIZATION ,STERILIZATION ,"AUTOCLAVE CLASS N 18L TANDA COLOR WOSON
 
 Overview 
 With its sturdy build and advanced control system, the AUTOCLAVE CLASS N 18L TANDA COLOR WOSON ensures consistent results in every sterilization cycle. It’s ideal for sterilizing instruments, textiles, and other materials quickly and safely, while fitting seamlessly into busy clinical environments. 
 
 Key Features 
 - Automated sterilization programs with clear digital display 
 - Safety interlock prevents opening under pressure 
 - Stainless-steel chamber ensures durability and hygiene 
 - Compact design optimized for clinics and labs 
 - Reliable sterilization cycles at 121°C and 134°C 
 
 Technical Specifications 
 Parameter Specification 
 Model AUTOCLAVE CLASS N 18L TANDA COLOR WOSON 
 Chamber Capacity 18L 
 Sterilization Cycles 121°C / 134°C 
 Safety Pressure & temperature safeguards 
 Power Supply 220V / 50Hz 
 Construction Stainless-steel chamber 
 
 Benefits 
 - Reduces infection risks with thorough sterilization 
 - Saves time with user-friendly, automated cycles 
 - Durable build designed for daily clinical use 
 - Small footprint without compromising capacity 
 
 Ideal For 
 - Dental and orthodontic practices 
 - General medical clinics 
 - Laboratories and research facilities 
 - Veterinary practices",,https://drive.google.com/file/d/19nhoB3sxBi7JOTtArNnSc3dTE8hWYzvX/view?usp=sharing,https://drive.google.com/file/d/1hKc-J_6yJCPUGLI_WbS9pCshlyqve6mf/view?usp=sharing,3000,3500,
W03013,COMPRESSOR OILLESS ST101 WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"COMPRESSOR OILLESS ST101 WOSON
 
 Overview 
 Quiet, efficient, and dependable — the COMPRESSOR OILLESS ST101 WOSON provides hygienic compressed air for dental chairs and equipment. Its oil-free design ensures contaminant-free air, making it a trusted choice for sensitive dental and medical applications. 
 
 Key Features 
 - Oil-free system delivers clean, dry air supply 
 - Quiet operation (~60–65 dB) keeps clinics comfortable 
 - Consistent airflow with automatic pressure control 
 - Compact, durable tank with long service life 
 - Automatic drainage to reduce moisture build-up 
 
 Technical Specifications 
 Parameter Specification 
 Model COMPRESSOR OILLESS ST101 WOSON 
 Tank Capacity ~20–30 litres (typical ST101) 
 Motor Power ~500–750 W 
 Working Pressure ~5–8 bar 
 Air Flow ~50–80 L/min 
 Noise Level ~60–65 dB(A) 
 Power Supply 220V / 50Hz 
 
 Benefits 
 - Maintains hygiene with oil-free compressed air 
 - Reduces maintenance compared to oil-based compressors 
 - Quiet running improves patient comfort 
 - Dependable performance for daily dental practice 
 
 Ideal For 
 - Dental clinics and orthodontic surgeries 
 - Small laboratories 
 - Medical practices requiring clean air supply",,https://drive.google.com/file/d/1jpNLdyPfzzWFOVhIzSO_lZ2WosFJREab/view?usp=sharing,https://drive.google.com/file/d/17t9IwvySFJ68DZuFhbqtFRqwlRbAOTj0/view?usp=sharing,2000,2500,
W03014,COMPRESSOR OILLESS ST102 WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"COMPRESSOR OILLESS ST102 WOSON
 
 Overview 
 Built with reliability in mind, the COMPRESSOR OILLESS ST102 WOSON combines low-noise performance with a durable tank system. Its oil-free design ensures contaminant-free air, making it a trusted choice for sensitive dental and medical applications. 
 
 Key Features 
 - Oil-free system delivers clean, dry air supply 
 - Quiet operation (~60–65 dB) keeps clinics comfortable 
 - Consistent airflow with automatic pressure control 
 - Compact, durable tank with long service life 
 - Automatic drainage to reduce moisture build-up 
 
 Technical Specifications 
 Parameter Specification 
 Model COMPRESSOR OILLESS ST102 WOSON 
 Tank Capacity ~20–30 litres (typical ST102) 
 Motor Power ~500–750 W 
 Working Pressure ~5–8 bar 
 Air Flow ~50–80 L/min 
 Noise Level ~60–65 dB(A) 
 Power Supply 220V / 50Hz 
 
 Benefits 
 - Maintains hygiene with oil-free compressed air 
 - Reduces maintenance compared to oil-based compressors 
 - Quiet running improves patient comfort 
 - Dependable performance for daily dental practice 
 
 Ideal For 
 - Dental clinics and orthodontic surgeries 
 - Small laboratories 
 - Medical practices requiring clean air supply",,https://drive.google.com/file/d/16C1NYxgdkS4BMRfy3-N3_ihPnlASDZm1/view?usp=sharing,https://drive.google.com/file/d/17t9IwvySFJ68DZuFhbqtFRqwlRbAOTj0/view?usp=sharing,2500,3000,
W03015,COMPRESSOR OILLESS ST201 WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"COMPRESSOR OILLESS ST201 WOSON
 
 Overview 
 Quiet, efficient, and dependable — the COMPRESSOR OILLESS ST201 WOSON provides hygienic compressed air for dental chairs and equipment. Its oil-free design ensures contaminant-free air, making it a trusted choice for sensitive dental and medical applications. 
 
 Key Features 
 - Oil-free system delivers clean, dry air supply 
 - Quiet operation (~60–65 dB) keeps clinics comfortable 
 - Consistent airflow with automatic pressure control 
 - Compact, durable tank with long service life 
 - Automatic drainage to reduce moisture build-up 
 
 Technical Specifications 
 Parameter Specification 
 Model COMPRESSOR OILLESS ST201 WOSON 
 Tank Capacity ~20–30 litres (typical ST201) 
 Motor Power ~500–750 W 
 Working Pressure ~5–8 bar 
 Air Flow ~50–80 L/min 
 Noise Level ~60–65 dB(A) 
 Power Supply 220V / 50Hz 
 
 Benefits 
 - Maintains hygiene with oil-free compressed air 
 - Reduces maintenance compared to oil-based compressors 
 - Quiet running improves patient comfort 
 - Dependable performance for daily dental practice 
 
 Ideal For 
 - Dental clinics and orthodontic surgeries 
 - Small laboratories 
 - Medical practices requiring clean air supply",,https://drive.google.com/file/d/10hE-rNLju-IERsoa3oWwTYbgE9oYKRrv/view?usp=sharing,https://drive.google.com/file/d/17t9IwvySFJ68DZuFhbqtFRqwlRbAOTj0/view?usp=sharing,2750,3250,
WO3016,CONTRA ANGLE HANDPIECE SET WHIRLY WOSON,DENTAL,DENTAL HANDPIECE,DENTAL,"CONTRA ANGLE HANDPIECE SET WHIRLY WOSON
 
 Overview 
 The CONTRA ANGLE HANDPIECE SET WHIRLY WOSON is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model CONTRA ANGLE HANDPIECE SET WHIRLY WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,500,750,
WO3017,CONTRA ANGLE HAND PIECE WHIRLY WOSON,DENTAL,DENTAL HANDPIECE,DENTAL,"CONTRA ANGLE HAND PIECE WHIRLY WOSON
 
 Overview 
 The CONTRA ANGLE HAND PIECE WHIRLY WOSON is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model CONTRA ANGLE HAND PIECE WHIRLY WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,500,750,
W03018,DENTAL CHAIR UNIT WODO-A2 WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"DENTAL CHAIR UNIT WODO-A2 WOSON
 
 Overview 
 Trusted by professionals, the DENTAL CHAIR UNIT WODO-A2 WOSON is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model DENTAL CHAIR UNIT WODO-A2 WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1fdb06n04ADfEv3Lg5zirWF7uVlt7aAmv/view?usp=sharing,https://drive.google.com/file/d/1ZpDgoSvOGg4O2jcKCCE5STWy9M89Pca9/view?usp=sharing,12000,15000,
W03019,DENTAL CHAIR UNIT WODO MILLE NIGHTINGALE WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"DENTAL CHAIR UNIT WODO MILLE NIGHTINGALE WOSON
 
 Overview 
 Reliable and durable, the DENTAL CHAIR UNIT WODO MILLE NIGHTINGALE WOSON supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model DENTAL CHAIR UNIT WODO MILLE NIGHTINGALE WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1-fvsA50LJHyVO8dZ8Ye1h8iWYUKmvGhJ/view?usp=sharing,https://drive.google.com/file/d/1afRN1d4lV7lD-9I1EVLFg5BEhnzjkmLT/view?usp=sharing,9000,12000,
W03020,DENTAL CHAIR UNIT WODO MILLE WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"DENTAL CHAIR UNIT WODO MILLE WOSON
 
 Overview 
 Reliable and durable, the DENTAL CHAIR UNIT WODO MILLE WOSON supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model DENTAL CHAIR UNIT WODO MILLE WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1rERwjr2boTmND5-BopudxOP6omfCOtT7/view?usp=sharing,https://drive.google.com/file/d/1tEAMMoXFjjn_zMcPEmvqrTKHy3IDqy-J/view?usp=sharing,11000,14000,
W03021,DENTAL CHAIR UNIT WOZO-A2 1.0 WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"DENTAL CHAIR UNIT WOZO-A2 1.0 WOSON
 
 Overview 
 The DENTAL CHAIR UNIT WOZO-A2 1.0 WOSON is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model DENTAL CHAIR UNIT WOZO-A2 1.0 WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",https://drive.google.com/drive/folders/1MNicFPLz3lFHoi0Lqol4ZB7RnoepFrCJ?usp=sharing,https://drive.google.com/file/d/1oCemPYS4PHiColYC5lb49amQ6j8KDyYR/view?usp=sharing,https://drive.google.com/file/d/1zjv7sy1o0YRdpcCMI_-MxWKt8MCRcz1G/view?usp=sharing,19000,22000,
W03022,DENTAL CHAIR UNIT WOZO-A2 2.0 WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"DENTAL CHAIR UNIT WOZO-A2 2.0 WOSON
 
 Overview 
 Reliable and durable, the DENTAL CHAIR UNIT WOZO-A2 2.0 WOSON supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model DENTAL CHAIR UNIT WOZO-A2 2.0 WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",https://drive.google.com/drive/folders/1MNicFPLz3lFHoi0Lqol4ZB7RnoepFrCJ?usp=sharing,https://drive.google.com/file/d/1hmg1Ghx4awQajRWKUMpUzNEnD-H6wQzS/view?usp=sharing,https://drive.google.com/file/d/1zjv7sy1o0YRdpcCMI_-MxWKt8MCRcz1G/view?usp=sharing,19000,22000,
W03023,DENTAL CHAIR UNIT WOZO-A2 CLASSIC WOSON,DENTAL,DENTAL EQUIPMENT ,DENTAL,"DENTAL CHAIR UNIT WOZO-A2 CLASSIC WOSON
 
 Overview 
 The DENTAL CHAIR UNIT WOZO-A2 CLASSIC WOSON is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model DENTAL CHAIR UNIT WOZO-A2 CLASSIC WOSON 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",https://drive.google.com/drive/folders/1MNicFPLz3lFHoi0Lqol4ZB7RnoepFrCJ?usp=sharing,https://drive.google.com/file/d/1hmg1Ghx4awQajRWKUMpUzNEnD-H6wQzS/view?usp=sharing,https://drive.google.com/file/d/1zjv7sy1o0YRdpcCMI_-MxWKt8MCRcz1G/view?usp=sharing,19000,22000,
